Name,Brand,Price,Old Price,Discount,Stock,Rating,Reviews,First Comment,Second Comment,Seller Info,Seller Performance
"Hp Pack cartouche 305 Noir + 305 Couleur Compatible avec les imprimantes jet d'encre HP Deskjet 2710, 2720 ( Stylo fixe table offert )",Marque: Hp ,379.00 Dhs,490.00 Dhs,23%,Nan,4.5 out of 5,(11 avis vérifiés),5 out of 5J'aime bienEfficace et merci pour le cadeau.08-04-2024par YounesAchat vérifié,5 out of 5Cartouches hpLa rapidité 06-12-2023par Abdelmooughite NacefAchat vérifié,80%Évaluation du vendeur64 AbonnésSuivre,Performance vendeurVitesse d'expédition: BonScore Qualité: ExcellentAvis des consommateurs: Moyen
Modem routeur Mobile 5G / 4G LTE CAT6 WiFi 300Mbps avec carte SIM et écran 14h d'autonomie,Les commandes Jumia Express sont éligibles à la livraison gratuite. Offre soumise à conditionsAdieu au temps perdu aux péages. Rechargez votre Pass Jawaz maintenant et gagnez votre temps !,318.00 Dhs,610.00 Dhs,48%,Disponible,2.8 out of 5,(4 avis vérifiés),Nan,Nan,74%Évaluation du vendeur2161 AbonnésSuivre,Performance vendeurVitesse d'expédition: ExcellentScore Qualité: MoyenAvis des consommateurs: Moyen
Système de refroidissent USB universel pour téléphone portable,SOLDE,99.00 Dhs,290.00 Dhs,66%,Nan,3.4 out of 5,(9 avis vérifiés),3 out of 5tros cherJe ne le recommande pas vraiment. Mais il fait son travail 09-09-2024par UnknownAchat vérifié,5 out of 5nice.All11-07-2024par YoussefAchat vérifié,74%Évaluation du vendeur177 AbonnésSuivre,Performance vendeurVitesse d'expédition: ExcellentScore Qualité: MoyenAvis des consommateurs: Moyen
Hp EliteDisplay E231 Écran 23″ Full HD 1920 x 1080 à 60 Hz - Remis à Neuf,Marque: Hp ,849.00 Dhs,"1,499.00 Dhs",43%,6 articles seulement,4.2 out of 5,(28 avis vérifiés),4 out of 5cablerah jay m3a VGA machi displayport30-08-2024par MohammedAchat vérifié,3 out of 5ACكاع مجاني معاه cable AC جاني واحد اخر لا علاقة و الثمن غالي شوية29-03-2024par userAchat vérifié,94%Évaluation du vendeur105 AbonnésSuivre,Performance vendeurVitesse d'expédition: BonScore Qualité: ExcellentAvis des consommateurs: Excellent
"Couverture pour protéger le clavier de liquides , la poussière et de la saleté",Les commandes Jumia Express sont éligibles à la livraison gratuite. Offre soumise à conditionsAdieu au temps perdu aux péages. Rechargez votre Pass Jawaz maintenant et gagnez votre temps !,43.90 Dhs,99.00 Dhs,56%,Nan,5 out of 5,(6 avis vérifiés),Nan,Nan,86%Évaluation du vendeur2586 AbonnésSuivre,Performance vendeurVitesse d'expédition: ExcellentScore Qualité: ExcellentAvis des consommateurs: Moyen
Canon PIXMA G3410 Imprimante Economique Multifonction Wi-Fi- Impression- copie - numérisation - cloud + des réservoirs intégrés d'encre et Jeu de bouteilles inclus,Marque: Canon ,"1,649.00 Dhs","2,200.00 Dhs",25%,5 articles seulement,3 out of 5,(1 avis vérifié),Nan,Nan,66%Évaluation du vendeur203 AbonnésSuivre,Performance vendeurVitesse d'expédition: BonScore Qualité: MoyenAvis des consommateurs: Moyen
"3pcs cartable + sac à bandoulière + trousse, sac pc, sac d'affaires,voyage,école",Les commandes Jumia Express sont éligibles à la livraison gratuite. Offre soumise à conditionsAdieu au temps perdu aux péages. Rechargez votre Pass Jawaz maintenant et gagnez votre temps !,157.00 Dhs,199.00 Dhs,21%,Nan,4.3 out of 5,(4 avis vérifiés),Nan,Nan,80%Évaluation du vendeur52 AbonnésSuivre,Performance vendeurVitesse d'expédition: ExcellentScore Qualité: MoyenAvis des consommateurs: Bon
TP-Link Point d'accès Wi-Fi - 300 Mbps Multi-Mode TL-WR844N,Marque: TP-Link ,195.00 Dhs,250.00 Dhs,22%,Nan,4 out of 5,(4 avis vérifiés),Nan,Nan,86%Évaluation du vendeur160 AbonnésSuivre,Performance vendeurVitesse d'expédition: ExcellentScore Qualité: BonAvis des consommateurs: Bon
Clé Bluetooth 5.0 adaptateur Long Transmission 20m -Support Voice & Data,Clé Bluetooth V5.0...,45.00 Dhs,49.00 Dhs,8%,Nan,4 out of 5,(6 avis vérifiés),Nan,Nan,86%Évaluation du vendeur541 AbonnésSuivre,Performance vendeurVitesse d'expédition: ExcellentScore Qualité: BonAvis des consommateurs: Bon
Razer Tapis de souris XXL haute qualité pour PC et bureau Rize-Cubes +Sticker cadeau,Marque: Razer ,79.00 Dhs,79.00 Dhs,0,Nan,4.3 out of 5,(7 avis vérifiés),Nan,Nan,80%Évaluation du vendeur220 AbonnésSuivre,Performance vendeurVitesse d'expédition: BonScore Qualité: ExcellentAvis des consommateurs: Moyen
Adaptateur VGA Male vers HDMI Output 1080P HD+ Audio,Black,75.00 Dhs,95.00 Dhs,21%,Nan,3.7 out of 5,(18 avis vérifiés),4 out of 5J'aimeFait le travail pour le quelle on l'achète.06-02-2024par DimAchat vérifié,4 out of 5bienil fonçtionne sauf qu'il est un peu cher.15-11-2023par MohcineAchat vérifié,86%Évaluation du vendeur160 AbonnésSuivre,Performance vendeurVitesse d'expédition: ExcellentScore Qualité: BonAvis des consommateurs: Bon
Boutique OfficielleUgreen Souris sans fil Silencieuse 2.4Ghz,Marque: Ugreen ,139.00 Dhs,210.00 Dhs,34%,Disponible,4.7 out of 5,(3 avis vérifiés),5 out of 5J'aimeProduit de bonne qualité13-09-2024par AbdelmounimAchat vérifié,4 out of 5silencieuseproduit de bonne qualité et silencieux comme indiqué26-08-2024par AnasAchat vérifié,94%Évaluation du vendeur67 AbonnésSuivre,Performance vendeurVitesse d'expédition: ExcellentScore Qualité: BonAvis des consommateurs: Excellent
UNIVERSAL 1080P Mini HDMI to RCA Audio Video AV CVBS HD TV VCR VHS DVD Adapter Converter,...HD TO AV,89.00 Dhs,170.00 Dhs,48%,Nan,3.9 out of 5,(26 avis vérifiés),5 out of 5J aime caJ aime01-10-2024par RafiqAchat vérifié,4 out of 5Qualité AcceptableDemande une source d'alimentation+ difficulté à bien cadrer l'image01-04-2024par PaulAchat vérifié,86%Évaluation du vendeur541 AbonnésSuivre,Performance vendeurVitesse d'expédition: ExcellentScore Qualité: BonAvis des consommateurs: Bon
"Hdmi And More hdmi video capture HD 1080P, HDMI vers USB 2.0 Youtube OBS, Live, stream",Marque: Hdmi And More ,128.00 Dhs,194.20 Dhs,34%,Nan,3.8 out of 5,(21 avis vérifiés),3 out of 5لا انصح.به انه فقط خدعة. لم يشتغل معي    سارجعه 18-07-2024par محمدAchat vérifié,4 out of 5متوسطمتوسط 02-05-2024par OubdaAchat vérifié,80%Évaluation du vendeur100 AbonnésSuivre,Performance vendeurVitesse d'expédition: ExcellentScore Qualité: BonAvis des consommateurs: Moyen
General Office Tapis De Souris  Repose-Poignet,Marque: General ,39.95 Dhs,55.00 Dhs,27%,Nan,4.4 out of 5,(66 avis vérifiés),5 out of 5J'aimeTres pratique comfortable19-08-2024par KaoutharAchat vérifié,5 out of 5good Mouse Padthis mouse pad is very confortable  and  warm.12-10-2023par YASSINEAchat vérifié,86%Évaluation du vendeur541 AbonnésSuivre,Performance vendeurVitesse d'expédition: ExcellentScore Qualité: BonAvis des consommateurs: Bon
Câble imprimante USB 2.0 Type A Mâle vers Type B Mâle longueur 1.5M,SOLDE,29.00 Dhs,60.00 Dhs,52%,Nan,4.8 out of 5,(5 avis vérifiés),Nan,Nan,74%Évaluation du vendeur177 AbonnésSuivre,Performance vendeurVitesse d'expédition: ExcellentScore Qualité: MoyenAvis des consommateurs: Moyen
"Clavier de Jeu QWERTY USB Rgb Led R260 pour PC Gamer, Bureau - Noir",Les commandes Jumia Express sont éligibles à la livraison gratuite. Offre soumise à conditionsAdieu au temps perdu aux péages. Rechargez votre Pass Jawaz maintenant et gagnez votre temps !,99.00 Dhs,240.00 Dhs,59%,Disponible,3.6 out of 5,(13 avis vérifiés),5 out of 5I liked itIt's a bit fragile. But it's good for the price. Finally something other than AZERTY here...06-02-2024par Muhammad DawudAchat vérifié,1 out of 5lllllوصلني مهرس01-04-2022par NabilAchat vérifié,74%Évaluation du vendeur2161 AbonnésSuivre,Performance vendeurVitesse d'expédition: ExcellentScore Qualité: MoyenAvis des consommateurs: Moyen
tapis de souris de repose-poignet en gel Confortable antidérapante Noir bureau,...tapis repose-poignet Noir,45.00 Dhs,59.00 Dhs,24%,Disponible,3.9 out of 5,(62 avis vérifiés),5 out of 5Bonne QualitéBonne qualité 29-02-2024par MaryAchat vérifié,5 out of 5ImpeccableImpeccable16-05-2022par Badr A.Achat vérifié,86%Évaluation du vendeur541 AbonnésSuivre,Performance vendeurVitesse d'expédition: ExcellentScore Qualité: BonAvis des consommateurs: Bon
Epson EcoTank L3250  WiFi à réservoirs rechargeables (impression/copie/scan),Marque: Epson ,"1,875.00 Dhs","2,500.00 Dhs",25%,Nan,4.1 out of 5,(8 avis vérifiés),"5 out of 5marche bien bon affaireBon affaires 
23-09-2024par AbdelkarimAchat vérifié","2 out of 5Impossible à paramétrer Je suis très déçu, impossible de la paramétrer sur mon Mac 
23-01-2024par JIMMY OGERAchat vérifié",66%Évaluation du vendeur203 AbonnésSuivre,Performance vendeurVitesse d'expédition: BonScore Qualité: MoyenAvis des consommateurs: Moyen
Mini CLAVIER +SOURIS SANS FIL Wireless MEILLEURE QUALITE français arabe,CLAVIER+SOURIS,130.00 Dhs,155.00 Dhs,16%,Nan,4 out of 5,(44 avis vérifiés),1 out of 5Clavier en panneClavier en panne après quelques jours d'utilisation05-08-2024par AlainAchat vérifié,"3 out of 5MehLa description dit : ""Sans fil portée : 10m""

Au delà de 3 mètres la souris ne répond plus,19-07-2024par OmarAchat vérifié",86%Évaluation du vendeur541 AbonnésSuivre,Performance vendeurVitesse d'expédition: ExcellentScore Qualité: BonAvis des consommateurs: Bon
Boutique OfficielleEpson EcoTank L121 Imprimante &agrave; r&eacute;servoirs rechargeables (C11CD76413),Marque: Epson ,"1,940.00 Dhs","3,138.00 Dhs",38%,Nan,0 out of 5,(Pas d'avis disponibles),Nan,Nan,80%Évaluation du vendeur549 AbonnésSuivre,Performance vendeurVitesse d'expédition: BonScore Qualité: BonAvis des consommateurs: Bon
Hp imprimante LaserJet Pro M111a - 20 PPM (Remplacante de la M15a),Marque: Hp ,"1,449.00 Dhs","1,990.00 Dhs",27%,9 articles seulement,3.5 out of 5,(2 avis vérifiés),Nan,Nan,66%Évaluation du vendeur203 AbonnésSuivre,Performance vendeurVitesse d'expédition: BonScore Qualité: MoyenAvis des consommateurs: Moyen
Hp Pc Gamer ProDesk 600 G1 Tour i5-4590 - 8Go - 256Go - GT 720 1GB - Remis A Neuf,Marque: Hp ,"1,490.00 Dhs","1,639.00 Dhs",9%,7 articles seulement,0 out of 5,(Pas d'avis disponibles),Nan,Nan,100%Évaluation du vendeur822 AbonnésSuivre,Performance vendeurVitesse d'expédition: ExcellentScore Qualité: ExcellentAvis des consommateurs: Excellent
USB Cable Adaptateur 3.0 SATA 3,... adaptateur SATA usb,75.00 Dhs,75.00 Dhs,0,Nan,3.8 out of 5,(12 avis vérifiés),"4 out of 5Fonctionne bienTesté sur un disque dur 2.5 et ça à l'air de bien fonctionner, toute fois la boite du produit est bizarre il y'a un emplcament pour 2 cables usb alors que le produit à l'intérieur a un seul cable usb non pas 2. Mais généralement ça vaux le coup Merci.13-06-2024par AnassAchat vérifié",5 out of 5TRES BIENBON BRODUIT.15-09-2023par HassanAchat vérifié,86%Évaluation du vendeur160 AbonnésSuivre,Performance vendeurVitesse d'expédition: ExcellentScore Qualité: BonAvis des consommateurs: Bon
Xtrike Souris gaming GM-203 backlit Gaming mouse RGB 7 Buttons 3600 DPI + Sticker Cadeau ( Pro gamer ),Marque: Xtrike ,119.00 Dhs,119.00 Dhs,0,Disponible,4.1 out of 5,(15 avis vérifiés),5 out of 5Mouse wa3ra bzaf Mzyana l s7ab valo 22-07-2024par KaidoAchat vérifié,5 out of 5هربانة بربمزيانة لصحاب فري فاير و عندهم بيسي على قد لحال غير خودها على حسابي مقودة21-11-2022par YT : ESCO666Achat vérifié,94%Évaluation du vendeur354 AbonnésSuivre,Performance vendeurVitesse d'expédition: ExcellentScore Qualité: ExcellentAvis des consommateurs: Bon
Onikuma Support GAMING de casque monté sur casque pour la configuration des joueurs,Marque: Onikuma ,90.00 Dhs,230.00 Dhs,61%,Disponible,5 out of 5,(5 avis vérifiés),Nan,Nan,74%Évaluation du vendeur2161 AbonnésSuivre,Performance vendeurVitesse d'expédition: ExcellentScore Qualité: MoyenAvis des consommateurs: Moyen
"DELL Optiplex 3020 MT Intel® Core™ i5- 4th Gen - RAM 8Go , HDD  500Go (Remis à Neuf)",Marque: DELL ,899.00 Dhs,"1,799.00 Dhs",50%,Disponible,4.1 out of 5,(11 avis vérifiés),3 out of 5Wslni d 4 F Ram maxi 8 ! Kolxi mzian ms Fih ghi 4 F Ram maxi 8 kima 3amlin 26-02-2024par AbirAchat vérifié,5 out of 5bienPour le moment ça marche bien 15-09-2023par AbdelilahAchat vérifié,74%Évaluation du vendeur788 AbonnésSuivre,Performance vendeurVitesse d'expédition: ExcellentScore Qualité: MauvaisAvis des consommateurs: Bon
Boutique OfficielleApple MacBook Pro RETINA 13.3 -2015-Core I5- RAM 8Go-DISK DUR 256GO SSD–QUERTY- REMIS A NEUF/,Marque: Apple ,"3,499.00 Dhs","5,999.00 Dhs",42%,9 articles seulement,0 out of 5,(Pas d'avis disponibles),Nan,Nan,66%Évaluation du vendeur388 AbonnésSuivre,Performance vendeurVitesse d'expédition: BonScore Qualité: MoyenAvis des consommateurs: Moyen
Boutique OfficielleHp Imprimante laser monochrome M111w - Wi-Fi - Blanc,Marque: Hp ,"1,600.00 Dhs","2,400.00 Dhs",33%,5 articles seulement,4.2 out of 5,(5 avis vérifiés),Nan,Nan,66%Évaluation du vendeur203 AbonnésSuivre,Performance vendeurVitesse d'expédition: BonScore Qualité: MoyenAvis des consommateurs: Moyen
DELL MICRO PC OPTIPLEX 3040  PENTIUM G4400T RAM 8Go SSD 128Go - REMIS A NEUF,Marque: DELL ,740.00 Dhs,"1,350.00 Dhs",45%,5 articles seulement,4.7 out of 5,(3 avis vérifiés),Nan,Nan,86%Évaluation du vendeur164 AbonnésSuivre,Performance vendeurVitesse d'expédition: BonScore Qualité: ExcellentAvis des consommateurs: Bon
"Mini clavier et souris sans fil Bluetooth pour PC, ipad, téléphone, tablette-blanc",Les commandes Jumia Express sont éligibles à la livraison gratuite. Offre soumise à conditionsAdieu au temps perdu aux péages. Rechargez votre Pass Jawaz maintenant et gagnez votre temps !,159.00 Dhs,264.00 Dhs,40%,Disponible,3.5 out of 5,(2 avis vérifiés),Nan,Nan,74%Évaluation du vendeur2161 AbonnésSuivre,Performance vendeurVitesse d'expédition: ExcellentScore Qualité: MoyenAvis des consommateurs: Moyen
KIOXIA Clé Usb 2.0 Capacité 64Gb Flash Drive // Stockage 64g DataTraveler TransMemory,Marque: KIOXIA ,79.00 Dhs,79.00 Dhs,0,7 articles seulement,0 out of 5,(Pas d'avis disponibles),Nan,Nan,74%Évaluation du vendeur24 AbonnésSuivre,Performance vendeurVitesse d'expédition: ExcellentScore Qualité: MauvaisAvis des consommateurs: Bon
USB-C / Type-C 3.1 Male to Male Extension Data Transmit and fast charge 2M,Les commandes Jumia Express sont éligibles à la livraison gratuite. Offre soumise à conditionsAdieu au temps perdu aux péages. Rechargez votre Pass Jawaz maintenant et gagnez votre temps !,79.00 Dhs,149.00 Dhs,47%,Nan,3.8 out of 5,(10 avis vérifiés),Nan,Nan,74%Évaluation du vendeur177 AbonnésSuivre,Performance vendeurVitesse d'expédition: ExcellentScore Qualité: MoyenAvis des consommateurs: Moyen
"DELL LATITUDE E5540 CORE I3-4030U (1,90Ghz)- RAM 4Go - 128Go SSD - Remis à Neuf",Marque: DELL ,"1,349.00 Dhs","1,999.00 Dhs",33%,Nan,4.3 out of 5,(4 avis vérifiés),5 out of 5Bon produit????????????25-07-2024par ImadAchat vérifié,5 out of 5Bon produit Merci pour le pc j’ai aimé 03-06-2024par Fouad HminaAchat vérifié,74%Évaluation du vendeur788 AbonnésSuivre,Performance vendeurVitesse d'expédition: ExcellentScore Qualité: MauvaisAvis des consommateurs: Bon
"DELL LATITUDE E5540 CORE I3-4030U (1,90Ghz)- RAM 4Go - HDD 320Go ( Remis à Neuf )",Marque: DELL ,"1,249.00 Dhs","1,799.00 Dhs",31%,Nan,4.7 out of 5,(3 avis vérifiés),Nan,Nan,74%Évaluation du vendeur788 AbonnésSuivre,Performance vendeurVitesse d'expédition: ExcellentScore Qualité: MauvaisAvis des consommateurs: Bon
Boutique OfficielleLenovo PC PORTABLE LENOVO Thinkpad-T440 Core i5 RAM 8GB 500 HDD -Remis a Neuf,Marque: Lenovo ,"1,799.00 Dhs","3,199.00 Dhs",44%,Disponible,2.7 out of 5,(3 avis vérifiés),Nan,Nan,66%Évaluation du vendeur388 AbonnésSuivre,Performance vendeurVitesse d'expédition: BonScore Qualité: MoyenAvis des consommateurs: Moyen
"Câble téléphonique RJ11 - Cordon Téléphone Fix ADSL 1,5M 3M 5M 10M 15M metres",...1.5M3M5M10M15M,29.00 Dhs - 129.00 Dhs,50.00 Dhs - 190.00 Dhs,42%,Disponible,4.9 out of 5,(7 avis vérifiés),Nan,Nan,60%Évaluation du vendeur576 AbonnésSuivre,Performance vendeurVitesse d'expédition: BonScore Qualité: Très MauvaisAvis des consommateurs: Excellent
Boutique OfficielleJedel Souris Optique à 3 Boutons -Sans fil 2.4Mhz 1000 dpi haute résolution -Bluetooth,Marque: Jedel ,56.00 Dhs,79.00 Dhs,29%,4 articles seulement,2.3 out of 5,(3 avis vérifiés),Nan,Nan,74%Évaluation du vendeur2161 AbonnésSuivre,Performance vendeurVitesse d'expédition: ExcellentScore Qualité: MoyenAvis des consommateurs: Moyen
Hy510 Pâte thermique de refroidissement HY510,Marque: Hy510 ,21.00 Dhs,90.00 Dhs,77%,Nan,3.7 out of 5,(25 avis vérifiés),3 out of 5j'aimeBon ms la quantité n'est pas suvisante09-07-2021par IdrissAchat vérifié,"5 out of 5J'aime çaÇa marche bien pour moi . 
Bon produit au niveau de Q/P07-09-2020par AbdelwahedAchat vérifié",86%Évaluation du vendeur160 AbonnésSuivre,Performance vendeurVitesse d'expédition: ExcellentScore Qualité: BonAvis des consommateurs: Bon
Orico Clé Bluetooth 5.0 de Transmission Rapide à Longue Distance de 20M,Marque: Orico ,70.00 Dhs,145.00 Dhs,52%,Nan,4.4 out of 5,(53 avis vérifiés),5 out of 5very goodcheap and a good product22-08-2024par mehdiAchat vérifié,"4 out of 5NadiChrito 3la 9bel manette ps4 khdmaha mzn wlkine khask telecharger driver dyalo mn site, wla maghaydemch lik mzn10-07-2024par younessAchat vérifié",86%Évaluation du vendeur541 AbonnésSuivre,Performance vendeurVitesse d'expédition: ExcellentScore Qualité: BonAvis des consommateurs: Bon
Epson EcoTank L3250 Imprimante WiFi multifonction à réservoirs rechargeables,Marque: Epson ,"1,809.00 Dhs","2,390.00 Dhs",24%,9 articles seulement,0 out of 5,(Pas d'avis disponibles),Nan,Nan,86%Évaluation du vendeur11 AbonnésSuivre,Performance vendeurVitesse d'expédition: MoyenScore Qualité: ExcellentAvis des consommateurs: Excellent
Câble imprimante USB 2.0 - Neuf - Longueur 1.5 m  Noir,...Câble imprimante 1.5 m,26.00 Dhs,26.00 Dhs,0,Nan,4.3 out of 5,(24 avis vérifiés),4 out of 5bon9adi gharad08-04-2024par ImadAchat vérifié,1 out of 5temps de.livraison longTemps de livraison long04-03-2024par AchrafAchat vérifié,86%Évaluation du vendeur541 AbonnésSuivre,Performance vendeurVitesse d'expédition: ExcellentScore Qualité: BonAvis des consommateurs: Bon
Hp Imprimante Couleur Smart Tank 516 Wi-Fi MFP Copie/scan/Print - 3 years of ink,Marque: Hp ,"1,490.00 Dhs","2,599.00 Dhs",43%,Nan,4.3 out of 5,(3 avis vérifiés),5 out of 5bon produit????bon produit14-10-2024par ZinebAchat vérifié,3 out of 5MitigéProblème d'utilisation sous Linux.09-09-2024par WidadAchat vérifié,60%Évaluation du vendeur143 AbonnésSuivre,Performance vendeurVitesse d'expédition: BonScore Qualité: Très MauvaisAvis des consommateurs: Bon
Casque Bluetooth Sans Fil écouteur anti bruit STN-01 12 h batterie,rose,142.30 Dhs,249.00 Dhs,43%,Nan,2.7 out of 5,(3 avis vérifiés),1 out of 5commentaireMauvaise qualité 09-09-2024par SafaaAchat vérifié,2 out of 5STN-01It's so low in quality29-07-2022par HamzaAchat vérifié,60%Évaluation du vendeur90 AbonnésSuivre,Performance vendeurVitesse d'expédition: ExcellentScore Qualité: Très MauvaisAvis des consommateurs: Moyen
"TP-Link Kit de 3 CPL Wifi 600Mbps Wi-Fi Range Extender, AV600 TL-WPA4220 KIT",Marque: TP-Link ,983.00 Dhs,"1,500.00 Dhs",34%,4 articles seulement,4.6 out of 5,(7 avis vérifiés),Nan,Nan,86%Évaluation du vendeur541 AbonnésSuivre,Performance vendeurVitesse d'expédition: ExcellentScore Qualité: BonAvis des consommateurs: Bon
Ovleng CASQUE GAMING GT-97 avec Microphone stéréo HIFI casque pour PC portable,Marque: Ovleng ,149.00 Dhs,400.00 Dhs,63%,Disponible,3.5 out of 5,(4 avis vérifiés),3 out of 5bon produit mais retard de jumia comme d'habitudebon produit mais retard de jumia comme d'habitude01-07-2024par Mohamed tahaAchat vérifié,5 out of 5goodniadi bjhd19-06-2024par yassirAchat vérifié,74%Évaluation du vendeur2161 AbonnésSuivre,Performance vendeurVitesse d'expédition: ExcellentScore Qualité: MoyenAvis des consommateurs: Moyen
"TP-Link Point d'Acces 1200Mbps Dual Band Wi-Fi - Access Point , Répéteur WiFi 2 in 1 Archer C54",Marque: TP-Link ,499.00 Dhs,750.00 Dhs,33%,8 articles seulement,4.3 out of 5,(3 avis vérifiés),"5 out of 5niceBon produit 
03-09-2024par H.HAchat vérifié",5 out of 5Meilleur Point D'accésBon Rapport prix/qualité19-08-2024par AMINEAchat vérifié,60%Évaluation du vendeur576 AbonnésSuivre,Performance vendeurVitesse d'expédition: BonScore Qualité: Très MauvaisAvis des consommateurs: Excellent
Adaptateur VGA to HDMI Full HD - Convertisseur VGA vers HDMI,...VGA to HDMI,65.00 Dhs,99.99 Dhs,35%,4 articles seulement,4.6 out of 5,(5 avis vérifiés),Nan,Nan,54%Évaluation du vendeur3094 AbonnésSuivre,Performance vendeurVitesse d'expédition: ExcellentScore Qualité: Très MauvaisAvis des consommateurs: Moyen
Câble Réseau Ethernet RJ45 CAT6 20 Mètre haut débit qualité Pro By Electro World,Les commandes Jumia Express sont éligibles à la livraison gratuite. Offre soumise à conditionsAdieu au temps perdu aux péages. Rechargez votre Pass Jawaz maintenant et gagnez votre temps !,87.99 Dhs,129.99 Dhs,32%,Disponible,5 out of 5,(3 avis vérifiés),Nan,Nan,74%Évaluation du vendeur2690 AbonnésSuivre,Performance vendeurVitesse d'expédition: BonScore Qualité: BonAvis des consommateurs: Moyen
Adaptateur USB 3.0 De Type-C- Gold,Les commandes Jumia Express sont éligibles à la livraison gratuite. Offre soumise à conditionsAdieu au temps perdu aux péages. Rechargez votre Pass Jawaz maintenant et gagnez votre temps !,29.00 Dhs,99.00 Dhs,71%,2 articles seulement,0 out of 5,(Pas d'avis disponibles),Nan,Nan,66%Évaluation du vendeur26 AbonnésSuivre,Performance vendeurVitesse d'expédition: ExcellentScore Qualité: MoyenAvis des consommateurs: Mauvais
Kingston DataTraveler Exodia DTX 32GB Clé USB 3.2 - capuchon et anneaux pour porte-clés,Marque: Kingston ,59.50 Dhs,99.00 Dhs,40%,Nan,4.1 out of 5,(26 avis vérifiés),1 out of 5Jaime pasCe nest qune carte memoire. Machi chi 7aaaja a drari09-09-2024par AnassAchat vérifié,5 out of 5produit de bonne qualiteFiable et pratique20-11-2023par youssefAchat vérifié,86%Évaluation du vendeur541 AbonnésSuivre,Performance vendeurVitesse d'expédition: ExcellentScore Qualité: BonAvis des consommateurs: Bon
Samsung RAM 16GB DDR4 PC4-21300 DDR4-2666 MHz Pour Ordinateur Portable Mémoire Vive RAM,Marque: Samsung ,390.00 Dhs,450.00 Dhs,13%,4 articles seulement,4.9 out of 5,(7 avis vérifiés),"5 out of 5Salute Working as intended 
13-09-2024par Younes FaizAchat vérifié",5 out of 5Remerciement ce produit est vraiment impeccable merci bcp 05-06-2024par Anonyme Achat vérifié,74%Évaluation du vendeur161 AbonnésSuivre,Performance vendeurVitesse d'expédition: ExcellentScore Qualité: MauvaisAvis des consommateurs: Bon
Hp Chargeur ORIGINAL 19.5 V 2.31 A 45 W Bleu Pointe ( Origine ),Marque: Hp ,160.00 Dhs,220.00 Dhs,27%,Disponible,5 out of 5,(2 avis vérifiés),Nan,Nan,66%Évaluation du vendeur830 AbonnésSuivre,Performance vendeurVitesse d'expédition: ExcellentScore Qualité: MauvaisAvis des consommateurs: Moyen
Câble de chargement rapide Type C,Les commandes Jumia Express sont éligibles à la livraison gratuite. Offre soumise à conditionsAdieu au temps perdu aux péages. Rechargez votre Pass Jawaz maintenant et gagnez votre temps !,28.99 Dhs,28.99 Dhs,0,Disponible,4.2 out of 5,(5 avis vérifiés),5 out of 5bienBonne qualité merci jumia16-05-2022par nadiaAchat vérifié,"5 out of 5Câble chargeur.Ces cables,actifs,effecaces(type c).19-11-2021par hassanAchat vérifié",60%Évaluation du vendeur90 AbonnésSuivre,Performance vendeurVitesse d'expédition: ExcellentScore Qualité: Très MauvaisAvis des consommateurs: Moyen
Hp Imprimante à Rèservoires Tout-en-un Smart Tank 516 - 22 PPM,Marque: Hp ,"1,399.00 Dhs","2,800.00 Dhs",50%,Nan,4 out of 5,(1 avis vérifié),Nan,Nan,80%Évaluation du vendeur64 AbonnésSuivre,Performance vendeurVitesse d'expédition: BonScore Qualité: ExcellentAvis des consommateurs: Moyen
Nouveau mini Clavier et Souris Sans Fil Bluetooth USB,Starexpress.ma,149.00 Dhs,180.00 Dhs,17%,6 articles seulement,4.5 out of 5,(4 avis vérifiés),Nan,Nan,74%Évaluation du vendeur177 AbonnésSuivre,Performance vendeurVitesse d'expédition: ExcellentScore Qualité: MoyenAvis des consommateurs: Moyen
Toshiba Disque dur externe USB 3.0 canvio ready 1TB Noir,Marque: Toshiba ,599.00 Dhs,"1,090.00 Dhs",45%,Disponible,4.3 out of 5,(4 avis vérifiés),2 out of 5pas neufHdd Deja utilise19-08-2024par Si MohamedAchat vérifié,"5 out of 5TOPGOOD , thanks06-08-2024par MEHDIAchat vérifié",60%Évaluation du vendeur576 AbonnésSuivre,Performance vendeurVitesse d'expédition: BonScore Qualité: Très MauvaisAvis des consommateurs: Excellent
Hub 4 Port USB 3.0,Marque: Hub ,55.00 Dhs,65.00 Dhs,15%,Nan,4 out of 5,(21 avis vérifiés),5 out of 5tres bon produit Très bon produit 20-05-2024par NadiaAchat vérifié,5 out of 5tres bienA mon avis c'est le meilleur USB hub que j'ai acheté maintenanat j'ai acheté 3 usb hub le seul qui est solide et fonctionnel est celui la j'ai juste une suggestion que 4 ports USB ne sont pas suffisant pour des gamer comme moi10-06-2022par RayanAchat vérifié,86%Évaluation du vendeur541 AbonnésSuivre,Performance vendeurVitesse d'expédition: ExcellentScore Qualité: BonAvis des consommateurs: Bon
NEW WORD Pack Bouteilles d'encre GI-490 pour les imprimantes à réservoirs PIXMA G3411/...,Marque: NEW WORD ,185.00 Dhs,185.00 Dhs,0,8 articles seulement,5 out of 5,(1 avis vérifié),Nan,Nan,80%Évaluation du vendeur68 AbonnésSuivre,Performance vendeurVitesse d'expédition: BonScore Qualité: BonAvis des consommateurs: Bon
